statecode,state,districtcode,districtname,marketcode,marketname,latitude,longitude
TN,Tamil Nadu,560,Thiruvellore,4170,Perambakkam(Uzhavar Sandhai ) APMC,10.879334628402258,78.6662661230311
TN,Tamil Nadu,560,Thiruvellore,1468,Redhills APMC,10.890629246769887,78.29048412584622
TN,Tamil Nadu,560,Thiruvellore,4165,Tiruthani(Uzhavar Sandhai ) APMC,11.005473055591308,78.40090196156802
TN,Tamil Nadu,560,Thiruvellore,4166,Tiruvallur(Uzhavar Sandhai ) APMC,10.587714862433199,78.6922409804254
TN,Tamil Nadu,560,Thiruvellore,644,Tiruvellore APMC,10.90706799798092,78.381172905197
TN,Tamil Nadu,561,Tuticorin,4862,Ettayapuram APMC,9.081665108443607,77.96823227821102
TN,Tamil Nadu,561,Tuticorin,4867,Kadambur APMC,8.904401958225346,77.74912912652827
TN,Tamil Nadu,561,Tuticorin,4869,Kalugumalai APMC,8.92628104423698,77.8923427246393
TN,Tamil Nadu,561,Tuticorin,2415,Kovilpatti APMC,9.127379581311635,77.8211143202435
TN,Tamil Nadu,561,Tuticorin,4179,Kovilpatti(Uzhavar Sandhai ) APMC,8.768462831877192,77.87010440643205
TN,Tamil Nadu,561,Tuticorin,4881,Pudur APMC,8.784959708524347,78.04996482624131
TN,Tamil Nadu,561,Tuticorin,4883,Sathankulam APMC,9.023596855380609,78.40750542849483
TN,Tamil Nadu,561,Tuticorin,4885,Srivaikundam APMC,8.750859900993069,78.32034556994124
TN,Tamil Nadu,561,Tuticorin,1683,Thoothukudi APMC,8.707589824675521,78.09944807787048
TN,Tamil Nadu,561,Tuticorin,4178,Tuticorin(Uzhavar Sandhai ) APMC,8.30340660337579,78.14106867716511
TN,Tamil Nadu,561,Tuticorin,1066,Vilathikulam APMC,9.070209500304188,77.87634344299687
TN,Tamil Nadu,562,Vellore,3311,Ambur APMC,12.862018468499015,78.67796329092283
TN,Tamil Nadu,562,Vellore,1063,Ammoor APMC,12.983974220485477,79.42282253369152
TN,Tamil Nadu,562,Vellore,2923,Arcot APMC,12.827455091356574,79.1481649068355
TN,Tamil Nadu,562,Vellore,2927,Arkonam APMC,13.166307058736292,79.73025844694449
TN,Tamil Nadu,562,Vellore,2421,Gudiyatham APMC,12.98352483271829,78.87717918667116
TN,Tamil Nadu,562,Vellore,4198,Gudiyatham(Uzhavar Sandhai ) APMC,12.72078082817509,79.26872506100135
TN,Tamil Nadu,562,Vellore,4865,Head Office APMC,13.004265688008918,79.12785487261083
TN,Tamil Nadu,562,Vellore,4199,Kahithapattarai(Uzhavar Sandhai ) APMC,12.840717022735904,79.11791363425543
TN,Tamil Nadu,562,Vellore,1668,Kalavai APMC,12.71704246951455,79.27345493842442
TN,Tamil Nadu,562,Vellore,4197,Katpadi (Uzhavar Sandhai ) APMC,12.798665237179796,78.9178595720846
TN,Tamil Nadu,562,Vellore,2930,Katpadi APMC,12.999570473775373,79.05498059353906
TN,Tamil Nadu,562,Vellore,2993,Katpadi(Uzhavar Santhai) APMC,12.995052084646021,79.16047583068988
TN,Tamil Nadu,562,Vellore,2929,Kaveripakkam APMC,12.89653891231308,79.47477518935528
TN,Tamil Nadu,562,Vellore,4849,Pallikonda(Uzhavar Sandhai),12.820417364716516,78.96515030788758
TN,Tamil Nadu,562,Vellore,4850,Perampet(Uzhavar Sandhai),12.74330067007403,77.81143285636657
TN,Tamil Nadu,562,Vellore,2922,Thimiri APMC,12.884087528905077,79.13249994218847
TN,Tamil Nadu,562,Vellore,2422,Thirupathur APMC,12.985533841267149,79.0780509954445
TN,Tamil Nadu,562,Vellore,2928,Vaniyambadi APMC,12.743573408589647,78.9420198633426
TN,Tamil Nadu,562,Vellore,1469,Vellore APMC,12.956066548380976,79.129360690709
TN,Tamil Nadu,562,Vellore,4196,Vellore(Uzhavar Sandhai ) APMC,12.828225517335326,79.45118665000888
TN,Tamil Nadu,563,Villupuram,2936,Ananthapuram APMC,12.085993466540986,79.39024335963275
TN,Tamil Nadu,563,Villupuram,1062,Avalurpet APMC,12.43726550376538,79.1435749977193
TN,Tamil Nadu,563,Villupuram,2414,Chinnasalem APMC,11.525672188211049,78.88919185789923
TN,Tamil Nadu,563,Villupuram,289,Gingee APMC,12.292254663881938,79.42564637765746
TN,Tamil Nadu,563,Villupuram,4202,Gingee(Uzhavar Sandhai ) APMC,11.910201911338767,79.459966670103
TN,Tamil Nadu,563,Villupuram,1216,Kallakurichi APMC,11.710167721124668,78.8603608848216
TN,Tamil Nadu,563,Villupuram,2837,Manalurpet APMC,12.122075323639718,79.1885202180775
TN,Tamil Nadu,563,Villupuram,1671,Marakkanam APMC,12.195323668197888,80.03108567849925
TN,Tamil Nadu,563,Villupuram,4875,Melsithamur APMC,12.368441487672316,79.55772596444632
TN,Tamil Nadu,563,Villupuram,2938,Moongilthuraipattu APMC,11.96958820714491,78.98085095702535
TN,Tamil Nadu,563,Villupuram,1215,Sangarapuram APMC,11.914278217458007,79.30548876876311
TN,Tamil Nadu,563,Villupuram,290,Thirukovilur APMC,11.974088796807248,79.38291894018181
TN,Tamil Nadu,563,Villupuram,2836,Thiruvennainallur APMC,11.85089936186062,79.40603173423946
TN,Tamil Nadu,563,Villupuram,1670,Thiryagadurgam APMC,11.823151219635733,79.02738226290265
TN,Tamil Nadu,563,Villupuram,1214,Tindivanam APMC,12.147228069689529,79.65931432286284
TN,Tamil Nadu,563,Villupuram,4200,Tindivanam(Uzhavar Sandhai ) APMC,11.85290320764376,79.50648024996107
TN,Tamil Nadu,563,Villupuram,292,Ulundurpettai APMC,12.01557577155776,79.37646453258407
TN,Tamil Nadu,563,Villupuram,2937,Valathi APMC,12.329963085737866,79.4482497702906
TN,Tamil Nadu,563,Villupuram,1672,Vikkiravandi APMC,12.102594082782034,79.39977808607203
TN,Tamil Nadu,563,Villupuram,291,Villupuram APMC,12.075353982027107,79.64850919197157
TN,Tamil Nadu,563,Villupuram,4201,Villupuram(Uzhavar Sandhai ) APMC,11.719754522180462,78.24641774311907
TN,Tamil Nadu,564,Virudhunagar,1068,Aruppukottai APMC,9.516038882566408,78.13692190612544
TN,Tamil Nadu,564,Virudhunagar,4203,Aruppukottai(Uzhavar Sandhai ) APMC,9.532709069852968,78.08634741797002
TN,Tamil Nadu,564,Virudhunagar,4209,Kariyapatti(Uzhavar Sandhai ) APMC,9.539901325749433,78.12828306255722
TN,Tamil Nadu,564,Virudhunagar,293,Rajapalayam APMC,9.435637235429851,77.64125992463252
TN,Tamil Nadu,564,Virudhunagar,4204,Rajapalayam(Uzhavar Sandhai ) APMC,9.550106860344263,78.1822406820736
TN,Tamil Nadu,564,Virudhunagar,2977,Sathur APMC,9.316883606025193,77.95593438429289
TN,Tamil Nadu,564,Virudhunagar,4208,Sathur(Uzhavar Sandhai ) APMC,9.45492939322296,78.1299390117166
TN,Tamil Nadu,564,Virudhunagar,4207,Sivakasi(Uzhavar Sandhai ) APMC,9.531841449297715,78.14257897403856
TN,Tamil Nadu,564,Virudhunagar,4886,Srivilliputhur APMC,9.466048717066178,77.59000324077066
TN,Tamil Nadu,564,Virudhunagar,4205,Srivilliputhur(Uzhavar Sandhai ) APMC,9.487687785070362,78.1148217978397
TN,Tamil Nadu,564,Virudhunagar,4210,Thalavaipuram(Uzhavar Sandhai ) APMC,9.570858116389182,78.09000616521979
TN,Tamil Nadu,564,Virudhunagar,4793,Vembakottai APMC,9.33602635395293,77.73655996737337
TN,Tamil Nadu,564,Virudhunagar,648,Virudhunagar APMC,9.479093942281287,77.82248321280613
TN,Tamil Nadu,564,Virudhunagar,4206,Virudhunagar(Uzhavar Sandhai ) APMC,9.503236082417445,78.09071663983518
TN,Tamil Nadu,564,Virudhunagar,4795,Watrab APMC,9.611769243082433,77.70409236505684
TL,Telangana,565,Adilabad,827,Adilabad APMC,19.678556853589523,78.51408114449487
TL,Telangana,565,Adilabad,3317,Adilabad(Rythu Bazar) APMC,19.49728653324225,78.35312267562776
TL,Telangana,565,Adilabad,840,Asifabad APMC,19.494987671455693,78.51033340055083
TL,Telangana,565,Adilabad,3476,Bellampally APMC,19.791357243819487,78.41579140984807
TL,Telangana,565,Adilabad,846,Bhainsa APMC,19.02768562972214,77.95639209543533
TL,Telangana,565,Adilabad,851,Boath APMC,19.350625471259836,78.27728315458519
TL,Telangana,565,Adilabad,858,Chinnoar APMC,19.339574382102363,78.44911874131074
TL,Telangana,565,Adilabad,4704,Echoda APMC,19.37919986493809,78.40862114221706
TL,Telangana,565,Adilabad,893,Ichoda APMC,19.421307382160837,78.47600463520332
TL,Telangana,565,Adilabad,1044,Indravelly(Utnoor) APMC,19.49078756080933,78.65322591360326
TL,Telangana,565,Adilabad,899,Jainath APMC,19.75984524721536,78.58582860040683
TL,Telangana,565,Adilabad,898,Jainoor APMC,19.52095096260159,78.4966507547715
TL,Telangana,565,Adilabad,903,Kagaznagar APMC,19.651926571339818,78.0736805478246
TL,Telangana,565,Adilabad,915,Khanapur APMC,19.33487746241851,78.82948554281535
TL,Telangana,565,Adilabad,929,Kuber APMC,19.21823064121376,77.875435489982
TL,Telangana,565,Adilabad,934,Laxettipet APMC,19.868714734052638,78.50249934018444
TL,Telangana,565,Adilabad,945,Mancharial APMC,18.893605987389964,79.507183399756
TL,Telangana,565,Adilabad,350,Nirmal APMC,19.76210447770455,78.58589965305264
TL,Telangana,565,Adilabad,1014,Sarangapur APMC,19.25254350931981,78.69065954701638
TL,Telangana,704,Bhadradri Kothagudem,4748,Nuguru Charla APMC,17.96348490060766,80.83575491062601
TL,Telangana,701,Hanmakonda,4722,Kamalapur APMC,18.11150390795208,79.56492490411154
TL,Telangana,566,Hyderabad,1868,Bowenpally APMC,17.4876271412205,78.51256634779523
TL,Telangana,566,Hyderabad,3321,Erragadda(Rythu Bazar) APMC,17.503093141637862,78.62523378655408
TL,Telangana,566,Hyderabad,1200,"Erragadda,RBZ APMC",16.9352208545896,78.58740509019938
TL,Telangana,566,Hyderabad,1199,"Falaknama,RBZ APMC",17.43534164546947,78.46665328565844
TL,Telangana,566,Hyderabad,377,Gaddiannaram APMC,17.282903157225004,78.57716970357141
TL,Telangana,566,Hyderabad,1078,Gudimalkapur APMC,17.345899621498802,78.38952202327275
TL,Telangana,566,Hyderabad,2,Hyderabad (F&V) APMC,17.53061777522791,78.30867802468224
TL,Telangana,566,Hyderabad,3018,L B Nagar APMC,17.339392517100027,78.54739367787195
TL,Telangana,566,Hyderabad,3760,Mahboob Manison APMC,17.17968788753654,78.42807983785022
TL,Telangana,566,Hyderabad,1201,Secunderabad APMC,17.399172805490675,78.44510418522806
TL,Telangana,567,Jagityal,3761,Mallapur APMC,18.96447338438485,78.7451033914064
TL,Telangana,567,Jagityal,4765,Raikal APMC,18.85447435776499,78.84690126199864
TL,Telangana,567,Jagityal,4792,Velgatoor APMC,18.80642715511747,79.223366562686
TL,Telangana,702,Jangaon,4727,Kodakandla APMC,17.480367527334575,79.50358148028486
TL,Telangana,702,Jangaon,4753,Palakurthy APMC,17.678240365322846,79.35694924325985
TL,Telangana,703,Jayashankar Bhupalapally,4695,Bhupalapally APMC,18.490847929820603,80.0045597102316
TL,Telangana,569,Karimnagar,862,Choppadandi APMC,18.58629173881692,79.17199521004885
TL,Telangana,569,Karimnagar,868,Dharmapuri APMC,18.88984303769203,79.19107811177994
TL,Telangana,569,Karimnagar,867,Dharmaram APMC,18.33088685858032,79.45900284046652
TL,Telangana,569,Karimnagar,876,Gangadhara APMC,18.488480890477085,78.9394208676587
TL,Telangana,569,Karimnagar,881,Gollapally APMC,18.913002677124723,79.01451890307897
TL,Telangana,569,Karimnagar,3498,Gopalraopet APMC,18.593138879315976,79.09508990714424
TL,Telangana,569,Karimnagar,775,Husnabad APMC,18.092789351470177,79.24870841700579
TL,Telangana,569,Karimnagar,890,Huzzurabad APMC,18.196854605009637,79.47004763470694
TL,Telangana,569,Karimnagar,3483,Ibrahimpatnam APMC,18.888180000316336,78.58538025787446
TL,Telangana,569,Karimnagar,896,Jagtial APMC,18.7414726551553,78.93156426976178
TL,Telangana,569,Karimnagar,4,Jammikunta APMC,18.290523260007543,79.40422321160631
TL,Telangana,569,Karimnagar,3,Karimnagar APMC,18.380759291946802,79.14808866999881
TL,Telangana,569,Karimnagar,3322,Karimnagar(Rythu Bazar) APMC,17.58370314234116,78.52261653328365
TL,Telangana,569,Karimnagar,1189,"Kashmir Gadda Area,RBZ APMC",18.62852187834857,79.25375406614293
TL,Telangana,569,Karimnagar,913,Kataram APMC,18.43775215536252,79.2081563137392
TL,Telangana,569,Karimnagar,3015,Kathalapur APMC,18.142365104312553,79.52717283736135
TL,Telangana,569,Karimnagar,921,Koratla APMC,18.805000847251943,78.85471635929912
TL,Telangana,569,Karimnagar,3017,Mallial(Cheppial) APMC,18.510699022674483,78.90157024875153
TL,Telangana,569,Karimnagar,3762,Manakodur APMC,18.37728949283604,79.15583319840864
TL,Telangana,569,Karimnagar,946,Manthani APMC,18.218467446254895,79.18569653570582
TL,Telangana,569,Karimnagar,3016,Medipally APMC,18.24394040981843,79.31594349051453
TL,Telangana,569,Karimnagar,951,Metpally APMC,18.22693844250349,79.34971806399446
TL,Telangana,569,Karimnagar,989,Peddapalli APMC,18.567348104142315,79.3410856184662
TL,Telangana,569,Karimnagar,3479,Pegadapally APMC,18.611596497564182,79.3044318038613
TL,Telangana,569,Karimnagar,4672,Pothgal APMC,18.36864435256182,79.11099647275857
TL,Telangana,569,Karimnagar,2813,Pudur APMC,18.419599154045752,78.87439245521743
TL,Telangana,569,Karimnagar,3473,Racharla(Boppapur) APMC,18.104948648409657,79.07851071169792
TL,Telangana,569,Karimnagar,3480,Rudrangi APMC,18.688020535619028,79.21614337100696
TL,Telangana,569,Karimnagar,1021,Sircilla APMC,18.4783572742888,79.05592073555066
TL,Telangana,569,Karimnagar,1026,Sultanabad APMC,18.471273929940168,79.10628330480239
TL,Telangana,569,Karimnagar,4788,V.Saidapur APMC,18.21524426381958,79.38809318112644
TL,Telangana,569,Karimnagar,1046,Vemulawada APMC,18.296979090448076,79.20948075898308
TL,Telangana,569,Karimnagar,1188,"Weekly Market Area,RBZ APMC",18.247611228829,78.98898774323919
TL,Telangana,570,Khammam,369,Bhadrachalam APMC,17.655073441845776,80.8618881126127
TL,Telangana,570,Khammam,853,Burgampadu APMC,17.28349006948218,80.89589691508766
TL,Telangana,570,Khammam,1222,Charla APMC,17.553794505979326,80.34022829198574
TL,Telangana,570,Khammam,865,Dammapet APMC,17.20411409170691,80.32352466978814
TL,Telangana,570,Khammam,1993,Enkoor APMC,17.312334624885867,80.44162090516807
TL,Telangana,570,Khammam,4711,"Ground,Khammam,  RBZ APMC",17.260624031619802,80.16914789425654
TL,Telangana,570,Khammam,906,Kallur APMC,17.198200300003315,80.50690424661242
TL,Telangana,570,Khammam,5,Khammam APMC,17.255839332500297,80.22336620931543
TL,Telangana,570,Khammam,368,Kothagudem APMC,17.21715996274244,80.21478407713748
TL,Telangana,570,Khammam,4737,Maddulapally APMC,17.333038106278345,80.30973374168825
TL,Telangana,570,Khammam,940,Madhira APMC,16.950595046924466,80.39906499778704
TL,Telangana,570,Khammam,959,Nagur APMC,17.20200914253587,80.18139082568689
TL,Telangana,570,Khammam,974,Nelakondapally APMC,17.061283018592103,80.10116101376721
TL,Telangana,570,Khammam,2877,"Pavilion Ground,Khammam,RBZ APMC",17.47080706856186,80.23454021492304
TL,Telangana,570,Khammam,3323,Sathupalli(Rythu Bazar) APMC,17.246337128785655,80.15083891173444
TL,Telangana,570,Khammam,2879,"Sattupalli (ramalayam),RBZ APMC",17.205856568475006,80.84325434021734
TL,Telangana,570,Khammam,1017,Sattupalli APMC,17.30398980992899,80.84579601050022
TL,Telangana,570,Khammam,1057,Wyra APMC,17.195961041206953,80.3689679861002
TL,Telangana,570,Khammam,774,Yellandu APMC,17.25853329051308,80.17539255788563
TL,Telangana,571,Mahbubnagar,824,Achampet APMC,16.38994133104249,78.58607145179924
TL,Telangana,571,Mahbubnagar,2402,Achampet(Amrabad) APMC,16.570649450632914,77.74561247756091
TL,Telangana,571,Mahbubnagar,830,Alampur APMC,16.417664758538518,77.88627181113819
TL,Telangana,571,Mahbubnagar,834,Amangal APMC,16.73468323000458,78.56619597582107
TL,Telangana,571,Mahbubnagar,370,Atmakur APMC,16.916019749849458,77.98690778203893
TL,Telangana,571,Mahbubnagar,6,Badepalli APMC,16.744943360597958,78.2418034646298
TL,Telangana,571,Mahbubnagar,4691,Balanagar APMC,16.976481149608937,78.21894203381206
TL,Telangana,571,Mahbubnagar,1221,Devarakadra APMC,16.66081355851698,77.90200513751996
TL,Telangana,571,Mahbubnagar,3496,Enkoor APMC,16.783393176178407,78.13796919944889
TL,Telangana,571,Mahbubnagar,7,Gadwal APMC,16.231101889002453,77.8837884485854
TL,Telangana,571,Mahbubnagar,2399,Gadwal(Lezza) APMC,16.696069451156625,77.89208293557198
TL,Telangana,571,Mahbubnagar,907,Kalwakurthy APMC,16.69852014412918,78.4709846388785
TL,Telangana,571,Mahbubnagar,919,Kollapur APMC,16.91423216147811,77.9462693149869
TL,Telangana,571,Mahbubnagar,922,Kosgi APMC,16.978473385645305,77.82768105565047
TL,Telangana,571,Mahbubnagar,3490,Madhira APMC,16.811338473929517,77.88794296829784
TL,Telangana,571,Mahbubnagar,3327,Mahabubnagar(Rythu Bazar) APMC,16.741751105181415,78.00573391521479
TL,Telangana,571,Mahbubnagar,8,Mahbubnagar APMC,16.728285537573463,77.98957031796017
TL,Telangana,571,Mahbubnagar,2398,Mahbubnagar(Nawabpet) APMC,16.923487418164108,78.01218973453362
TL,Telangana,571,Mahbubnagar,943,Makthal APMC,16.482925684344536,77.461145674937
TL,Telangana,571,Mahbubnagar,771,Nagarkurnool APMC,16.4914758626688,78.29562054855171
TL,Telangana,571,Mahbubnagar,2401,Nagarkurnool(Talkapalli) APMC,16.657152810283783,77.71522143499736
TL,Telangana,571,Mahbubnagar,967,Narayanpet APMC,16.668547839484244,77.47824849628496
TL,Telangana,571,Mahbubnagar,3491,Nelakondapally APMC,16.69878367705293,78.13145106925612
TL,Telangana,571,Mahbubnagar,3497,Sathupally APMC,16.960700481660034,77.73042373101472
TL,Telangana,571,Mahbubnagar,9,Shadnagar APMC,17.073749853617425,78.16125818033198
TL,Telangana,571,Mahbubnagar,1054,Wanaparthy Road APMC,17.16436765293944,77.55995056437212
TL,Telangana,571,Mahbubnagar,2400,Wanaparthy Road(Prbbair) APMC,16.953702990755758,78.01696832470259
TL,Telangana,571,Mahbubnagar,1055,Wanaparthy town APMC,16.700514575680355,78.19627952011109
TL,Telangana,706,Mancherial,4718,Jannaram APMC,19.17239771677651,78.90968177838516
TL,Telangana,572,Medak,4699,Chegunta APMC,17.93176187032051,78.43120671661275
TL,Telangana,572,Medak,1220,Dubbak APMC,18.12483183685626,78.10709265627216
TL,Telangana,572,Medak,875,Gajwel APMC,17.801731838826047,78.63325262105576
TL,Telangana,572,Medak,772,Jogipet APMC,17.934272792004926,78.04607110468119
TL,Telangana,572,Medak,374,Medak APMC,17.969781626100453,78.1551183663362
TL,Telangana,572,Medak,970,Narayankhed APMC,18.045041424082886,77.82659615107261
TL,Telangana,572,Medak,968,Narsapur APMC,17.812686489014194,78.34270609612327
TL,Telangana,572,Medak,4756,Papannapet APMC,18.112118205045967,78.09779968472976
TL,Telangana,572,Medak,1005,Ramayampet APMC,18.158786463125963,78.35236039508553
TL,Telangana,572,Medak,1203,"Ramchandrapuram,RBZ APMC",17.763366454919517,78.15353322070929
TL,Telangana,572,Medak,11,Sadasivpet APMC,17.53861870596797,78.23242341199025
TL,Telangana,572,Medak,2412,Sadasivpet(Sangareddy) APMC,17.534399516568737,78.36782355733718
TL,Telangana,572,Medak,1202,Sangareddy APMC,18.081504664511193,78.03281450289442
TL,Telangana,572,Medak,10,Siddipet APMC,18.057546148591943,78.86988087801633
TL,Telangana,572,Medak,2874,"Siddipet Town,RBZ APMC",17.816567384239704,78.18785871384574
TL,Telangana,572,Medak,3328,Siddipet(Rythu Bazar) APMC,18.102391710107355,77.99870640251122
TL,Telangana,572,Medak,2002,Togguta APMC,18.32986213408098,77.95228788926593
TL,Telangana,572,Medak,4786,Toopran APMC,17.768453906410787,78.54327897694846
TL,Telangana,572,Medak,3401,Vantamamidi APMC,17.907150945822938,77.96999252588155
TL,Telangana,572,Medak,375,Zaheerabad APMC,17.73919090728415,77.53395831464805
TL,Telangana,573,Nalgonda,1994,Aler APMC,16.89228996108188,79.46954006966817
TL,Telangana,573,Nalgonda,850,Bhongir APMC,16.820574229449548,79.49862101539937
TL,Telangana,573,Nalgonda,854,Chandur APMC,17.060440164204525,79.0136568360791
TL,Telangana,573,Nalgonda,2403,Chandur(Mungodu) APMC,16.969669055139516,79.062144878096
TL,Telangana,573,Nalgonda,376,Chityal APMC,17.23849773282318,79.17149390862706
TL,Telangana,573,Nalgonda,1667,Choutuppal APMC,17.17911475107154,79.04846033729338
TL,Telangana,573,Nalgonda,866,Devarakonda APMC,16.745507545943646,78.93775849333656
TL,Telangana,573,Nalgonda,2405,Devarkonda(Dindi) APMC,16.487459931957122,78.67256682430117
TL,Telangana,573,Nalgonda,2404,Devarkonda(Mallepalli) APMC,16.74895864252791,78.9942918307311
TL,Telangana,573,Nalgonda,887,Halia APMC,16.87744151223015,79.29685798362543
TL,Telangana,573,Nalgonda,3477,Huzumnagar(Garidepally) APMC,17.190082192438748,79.19937189504874
TL,Telangana,573,Nalgonda,891,Huzurnagar APMC,17.32585572003367,78.8540144058673
TL,Telangana,573,Nalgonda,3478,Huzurnagar(Matampally) APMC,16.854418869428628,79.14533409323381
TL,Telangana,573,Nalgonda,773,Kodad APMC,16.970047664846376,79.95966194285353
TL,Telangana,573,Nalgonda,12,Miryalaguda APMC,16.947910495675327,79.56013365712965
TL,Telangana,573,Nalgonda,3329,Miryalguda(Rythu Bazar) APMC,16.533392629638588,79.25766190952992
TL,Telangana,573,Nalgonda,952,Mothkur APMC,17.49381360349093,79.19898683862921
TL,Telangana,573,Nalgonda,962,Nakrekal APMC,17.142267404183382,79.4205297533661
TL,Telangana,573,Nalgonda,963,Nalgonda APMC,17.011509319346533,79.26606999233996
TL,Telangana,573,Nalgonda,1995,Neredcherla APMC,16.76458503954282,79.65498335062681
TL,Telangana,573,Nalgonda,4663,Nidamanoor APMC,16.77513858294382,79.3978816130806
TL,Telangana,573,Nalgonda,1006,Ramannapet APMC,16.82719505416798,79.54855235896503
TL,Telangana,573,Nalgonda,4780,Shaligowraram APMC,17.293169383487378,79.43068651762894
TL,Telangana,573,Nalgonda,13,Suryapeta APMC,17.159536836467154,79.59007465527978
TL,Telangana,573,Nalgonda,1037,Thungathurthy APMC,17.445452717223137,79.56875291247769
TL,Telangana,573,Nalgonda,1867,Tirumalagiri APMC,16.72097614974396,79.29634039372169
TL,Telangana,573,Nalgonda,1996,Valigonda APMC,17.327464793868565,79.00731603448749
TL,Telangana,573,Nalgonda,1048,Venkateswarnagar APMC,17.087810488424534,79.27529084073542
TL,Telangana,573,Nalgonda,2407,Venkateswarnagar(Chintapalli) APMC,17.13231469467687,79.35244725905552
TL,Telangana,573,Nalgonda,1051,Voligonda APMC,16.77759237139673,79.30610750440184
TL,Telangana,573,Nalgonda,2406,Voligonda(Ramannapet) APMC,17.07720835194611,79.2442663681957
TL,Telangana,574,Nizamabad,371,Armoor APMC,18.74443287945423,78.33220116125051
TL,Telangana,574,Nizamabad,17,Banswada APMC,18.416694718045743,77.82747244987192
TL,Telangana,574,Nizamabad,2408,Bhiknoor APMC,18.20231066299446,78.40708653351223
TL,Telangana,574,Nizamabad,2409,Bichkunda APMC,18.381438754546735,77.72207520771897
TL,Telangana,574,Nizamabad,3508,Birkur APMC,18.48122956197494,77.79693549275454
TL,Telangana,574,Nizamabad,15,Bodhan APMC,18.67203521284237,77.89436438552288
TL,Telangana,574,Nizamabad,877,Gandhari APMC,18.40587561991225,78.12369778206535
TL,Telangana,574,Nizamabad,16,Kamareddy APMC,18.29044461437938,78.33538239044393
TL,Telangana,574,Nizamabad,3397,Kammarpally APMC,18.848332194442467,78.58279486014767
TL,Telangana,574,Nizamabad,3507,Kotagiri APMC,18.58092605738414,77.81359112804108
TL,Telangana,574,Nizamabad,941,Madnoor APMC,18.83833715126647,78.16161531270542
TL,Telangana,574,Nizamabad,1191,"NGOs Colony,RBZ APMC",18.736886172539133,78.17477877641608
TL,Telangana,574,Nizamabad,14,Nizamabad APMC,18.67508672382531,78.05918028558825
TL,Telangana,574,Nizamabad,991,Pitlam APMC,18.592533399406005,78.14303122268663
TL,Telangana,574,Nizamabad,1190,"Pullanga X Road,RBZ APMC",18.477908663367465,78.17278653461436
TL,Telangana,574,Nizamabad,3509,Sadashivnagar APMC,18.489477594648495,78.40347316192468
TL,Telangana,574,Nizamabad,2814,Varni APMC,18.510449548609838,77.85856120626607
TL,Telangana,574,Nizamabad,3510,Velpur APMC,18.749559309170944,78.44085690610619
TL,Telangana,574,Nizamabad,372,Yellareddy APMC,18.539196858104205,78.33153250467777
TL,Telangana,705,Rajanna Siricilla,4696,Boinpalli APMC,18.490788743368242,78.96411240831745
TL,Telangana,705,Rajanna Siricilla,4705,Ellanthakunta APMC,18.344465017962,78.93080517758254
TL,Telangana,705,Rajanna Siricilla,4708,Gambhiraopet APMC,18.302032618488823,78.53379321234782
TL,Telangana,705,Rajanna Siricilla,4730,Konaraopet APMC,18.496275045456198,78.60354089116328
TL,Telangana,705,Rajanna Siricilla,4791,Veernapalli APMC,18.445075807084734,78.55978088946281
TL,Telangana,575,Ranga Reddy,1197,"Alwal,RBZ APMC",17.02219473135079,78.29681467493165
TL,Telangana,575,Ranga Reddy,2907,Chevella APMC,17.35256332393144,78.1339517415859
TL,Telangana,575,Ranga Reddy,892,Ibrahimputnam APMC,17.153031765117756,78.6461913519155
TL,Telangana,575,Ranga Reddy,3331,Kukatpally(Rythu Bazar) APMC,17.45555263613588,78.39190876230285
TL,Telangana,575,Ranga Reddy,1193,"Kukatpally,RBZ APMC",17.389371759060555,78.4237947068103
TL,Telangana,575,Ranga Reddy,4739,Maheshwaram APMC,17.126700195997252,78.39421090982268
TL,Telangana,575,Ranga Reddy,949,Marapally APMC,17.25707237490505,78.5299172540752
TL,Telangana,575,Ranga Reddy,950,Medchal APMC,17.33794701193571,78.59407407064538
TL,Telangana,575,Ranga Reddy,1192,"Mehdipatnam,RBZ APMC",17.57997668925736,78.42889204310326
TL,Telangana,575,Ranga Reddy,3332,Mehndipatnam(Rythu Bazar) APMC,17.493184605722213,78.28402056601223
TL,Telangana,575,Ranga Reddy,966,Narsingi APMC,17.415306680169305,78.31752273234609
TL,Telangana,575,Ranga Reddy,3472,Narsingi(Babbuguda) APMC,17.35848388040455,78.34458056459836
TL,Telangana,575,Ranga Reddy,985,Pargi APMC,17.039941760344412,78.19208635196432
TL,Telangana,575,Ranga Reddy,1196,"Qutubullahpur,RBZ APMC",17.510315919425796,78.45814711501356
TL,Telangana,575,Ranga Reddy,1198,"Ramakrisnapuram,RBZ APMC",17.47430580832793,78.39706523831848
TL,Telangana,575,Ranga Reddy,1015,Sardarnagar APMC,17.137953093641098,78.06923953542798
TL,Telangana,575,Ranga Reddy,1194,"Saroornagar,RBZ APMC",17.32582715425441,78.56634844084842
TL,Telangana,575,Ranga Reddy,1019,Shankarapally APMC,17.35668591757012,78.15654791403117
TL,Telangana,575,Ranga Reddy,1030,Tanduru APMC,17.457567237213773,78.18774572569374
TL,Telangana,575,Ranga Reddy,1195,"Vanasthalipuram,RBZ APMC",17.33428335013765,78.59128607384218
TL,Telangana,575,Ranga Reddy,3763,Vatpally APMC,17.31537029742144,78.36990024338242
TL,Telangana,575,Ranga Reddy,373,Vikarabad APMC,17.494333067779603,78.07808929324844
